Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Standard Units 2018-07,Standard Units 2019-07,Standard Units 2020-07,US$ MNF 2018-07,US$ MNF 2019-07,US$ MNF 2020-07,KG 2018-07,KG 2019-07,KG 2020-07
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDIS (SLOVENIA),BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 11.4MG+2.9MG 7,11.4MG+2.9MG,7,NON ORIGINAL BRANDED PRODUCTS,,1190.0,8386.0,,5188.0,35953.0,,0.0181,0.1274
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDIS (SLOVENIA),BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 2.9MG+710Y 7,2.9MG+710Y,7,NON ORIGINAL BRANDED PRODUCTS,,609.0,3752.0,,895.0,5429.0,,0.0023,0.0144
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDIS (SLOVENIA),BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 7,5.7MG+1.4MG,7,NON ORIGINAL BRANDED PRODUCTS,,882.0,9387.0,,1919.0,20116.0,,0.0066,0.07080000000000002
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDIS (SLOVENIA),BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 7,8.6MG+2.1MG,7,NON ORIGINAL BRANDED PRODUCTS,,707.0,8113.0,,2583.0,29212.0,,0.0081,0.0925
SOUTH AFRICA,RETAIL,AAA,AFRICA,N7 OTHER CNS DRUGS,ADCOCK INGRAM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,327019.0,355173.0,370699.0,290149.0,290062.0,283306.0,0.8700000000000001,0.9448,0.986
SOUTH AFRICA,RETAIL,AAA,AFRICA,N7 OTHER CNS DRUGS,ADCOCK INGRAM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,72016.0,74613.0,71218.0,256910.0,244328.0,217683.0,0.7662,0.7938999999999999,0.7575000000000001
SPAIN,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 1,2MG+500Y,1,INNOVATIVE BRANDED PRODUCTS,10128.0,15624.0,19531.0,7773.0,11349.0,13826.0,0.0269,0.0417,0.051899999999999995
SPAIN,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 1,8MG+2MG,1,INNOVATIVE BRANDED PRODUCTS,8742.0,11060.0,18191.0,23939.0,28774.0,46106.0,0.09330000000000001,0.1178,0.1936
SPAIN,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,1391957.0,1468390.0,1535513.0,1064125.0,1068315.0,1088779.0,3.7025999999999994,3.9058000000000006,4.0845
SPAIN,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,943180.0,1114848.0,1156680.0,2579240.0,2901215.0,2934867.0,10.0354,11.861999999999998,12.307
SPAIN,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,337736.0,286727.0,258783.0,1032433.0,834808.0,733772.0,3.5935,3.0507999999999997,2.7535000000000003
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,2CARE4,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,18060.0,1512.0,1456.0,35635.0,2268.0,1559.0,0.0479,0.004,0.0038
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,2CARE4,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,46592.0,2268.0,252.0,216371.0,8235.0,877.0,0.4958,0.0242,0.0027
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ABACUS MEDICINE,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,13888.0,10136.0,,61298.0,44471.0,,0.14770000000000003,0.1078,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,2996.0,19236.0,,3626.0,22862.0,,0.008099999999999998,0.05109999999999999
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,,56.0,,,85.0,,,0.0002
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,5628.0,36484.0,,19664.0,124179.0,,0.0599,0.38830000000000003
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,7.0,14.0,,25.0,59.0,,0.0001,0.0002
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 24,16MG+4MG,24,INNOVATIVE BRANDED PRODUCTS,3024.0,19536.0,29328.0,32256.0,194448.0,280377.0,0.0644,0.41579999999999995,0.6242000000000001
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,41944.0,49196.0,25172.0,80899.0,87145.0,42576.0,0.11139999999999997,0.13069999999999998,0.0669
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,10962.0,4452.0,2681.0,21991.0,8205.0,4742.0,0.0291,0.012,0.007300000000000001
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,57204.0,63588.0,34972.0,269310.0,271615.0,143216.0,0.6087,0.6765999999999999,0.37190000000000006
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,56.0,567.0,294.0,292.0,2713.0,1309.0,0.0005,0.006,0.0031
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,10752.0,3696.0,,21362.0,6669.0,,0.0286,0.0099,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,19432.0,5320.0,,92790.0,23127.0,,0.2068,0.0567,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,2338.0,,,12648.0,,,0.024900000000000002,,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,84.0,616.0,,126.0,494.0,,0.0002,0.0015
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,28.0,112.0,,84.0,322.0,,0.0003,0.0012
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,280.0,1876.0,1456.0,455.0,2718.0,2234.0,0.0008,0.004900000000000001,0.0037
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,,21.0,,,36.0,,,0.0001,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,NON ORIGINAL BRANDED PRODUCTS,224.0,3556.0,3584.0,874.0,12438.0,13038.0,0.0024000000000000002,0.038,0.038200000000000005
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,7.0,,,28.0,,,0.0001,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 28,1.4MG+360Y,28,INNOVATIVE BRANDED PRODUCTS,,952.0,56.0,,1707.0,94.0,,0.002,0.0002
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 28,5.7MG+1.4MG,28,INNOVATIVE BRANDED PRODUCTS,,2240.0,448.0,,9442.0,1782.0,,0.016900000000000002,0.0033
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 28,8.6MG+2.1MG,28,INNOVATIVE BRANDED PRODUCTS,,2184.0,252.0,,17828.0,1949.0,,0.025,0.0028
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 28,16MG+4MG,28,INNOVATIVE BRANDED PRODUCTS,,,2548.0,,,21075.0,,,0.054299999999999994
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,46788.0,82964.0,118972.0,89240.0,142943.0,193099.0,0.1244,0.22069999999999998,0.3166
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,2814.0,8407.0,2723.0,5317.0,15009.0,4037.0,0.0075,0.022300000000000004,0.007299999999999999
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,66388.0,130704.0,165480.0,304379.0,548809.0,659536.0,0.7063999999999999,1.3906,1.7606
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,6517.0,4046.0,1113.0,34043.0,19038.0,4060.0,0.06920000000000001,0.0431,0.0117
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,PHARMACHIM      >>,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,63.0,4305.0,14.0,332.0,20567.0,57.0,0.0007000000000000001,0.045700000000000005,0.0001
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,UNIMEDIC AB,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,560.0,,,2733.0,,,0.006,,
SWEDEN,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,UNIMEDIC AB,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,7385.0,,,38978.0,,,0.07849999999999999,,
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,2CARE4,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,3304.0,13020.0,11088.0,6417.0,20032.0,11486.0,0.0086,0.0346,0.0294
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,2CARE4,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,14112.0,644.0,13580.0,55997.0,2341.0,46502.0,0.15020000000000003,0.0069,0.1444
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ABACUS MEDICINE,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,728.0,112.0,,3155.0,436.0,,0.0077,0.0012,
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,34832.0,30324.0,,42276.0,24091.0,,0.0927,0.0808
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,6496.0,15400.0,,9370.0,20157.0,,0.017300000000000003,0.04100000000000001
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,51688.0,47096.0,,160909.0,151991.0,,0.55,0.5012
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GLPR,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,13895.0,22344.0,,49299.0,90471.0,,0.1479,0.2379
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 24,16MG+4MG,24,INNOVATIVE BRANDED PRODUCTS,1464.0,10992.0,16728.0,15723.0,108979.0,158982.0,0.0312,0.23390000000000002,0.3559
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,39788.0,39732.0,43092.0,78412.0,70391.0,73020.0,0.10569999999999999,0.10569999999999999,0.11460000000000001
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,20552.0,29890.0,24843.0,42095.0,55224.0,43926.0,0.054599999999999996,0.07940000000000001,0.0661
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,80052.0,79912.0,78736.0,379336.0,342216.0,322425.0,0.8518,0.8503999999999999,0.8377
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,23464.0,52780.0,54285.0,121711.0,249857.0,246111.0,0.2498,0.5615,0.5774999999999999
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,21672.0,1736.0,-1456.0,43303.0,3137.0,-2420.0,0.05779999999999999,0.0048000000000000004,-0.0038000000000000004
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,38360.0,-28.0,-168.0,185601.0,-54.0,-723.0,0.4082,-0.0002999999999999999,-0.0018
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDARTUUM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,14238.0,-126.0,-196.0,76260.0,-591.0,-886.0,0.1516,-0.0013,-0.0021
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,25816.0,55188.0,,30249.0,48574.0,,0.0687,0.14670000000000002
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,33068.0,55244.0,,93982.0,180712.0,,0.3519,0.5879000000000001
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,29988.0,40068.0,32508.0,48494.0,56836.0,27168.0,0.0799,0.10659999999999997,0.0864
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,7161.0,13468.0,8561.0,11739.0,21673.0,10749.0,0.0191,0.0359,0.023099999999999996
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,NON ORIGINAL BRANDED PRODUCTS,42112.0,100716.0,41636.0,159072.0,337631.0,128549.0,0.44810000000000005,1.0716,0.443
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,13594.0,33705.0,17836.0,58097.0,135561.0,63835.0,0.1446,0.3587,0.1898
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OMNIA LAEK      >>,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,140.0,-28.0,,669.0,-120.0,,0.0015,-0.0003,
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 28,1.4MG+360Y,28,INNOVATIVE BRANDED PRODUCTS,,,0.0,,,0.0,,,0.0
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 28,5.7MG+1.4MG,28,INNOVATIVE BRANDED PRODUCTS,,28.0,84.0,,119.0,331.0,,0.0002,0.0006
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 28,16MG+4MG,28,INNOVATIVE BRANDED PRODUCTS,,,8456.0,,,70300.0,,,0.18
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,66612.0,25116.0,21588.0,124219.0,43759.0,29166.0,0.1772,0.0669,0.057499999999999996
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,14098.0,8428.0,14861.0,27504.0,14332.0,20666.0,0.037700000000000004,0.022300000000000004,0.0396
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,115976.0,13104.0,33656.0,520897.0,55184.0,127677.0,1.2339,0.1394,0.358
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,31577.0,11326.0,21819.0,164319.0,44939.0,84455.0,0.3361,0.12060000000000001,0.2319
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,PHARMACHIM      >>,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,7574.0,,-14.0,15569.0,,-26.0,0.0202,,-0.0001
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,PHARMACHIM      >>,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,15554.0,2233.0,-161.0,79858.0,10604.0,-711.0,0.16540000000000005,0.0238,-0.0016999999999999997
